2022-12-20 11:12:330 INFO  HomePage :89 - Clicking on Menu Tab:[[[ChromeDriver: chrome on WINDOWS (e3d3605eb7ce66a27ea80a4124c5efbd)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (e3d3605eb7ce66a27ea80a4124c5efbd)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (e3d3605eb7ce66a27ea80a4124c5efbd)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (e3d3605eb7ce66a27ea80a4124c5efbd)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (e3d3605eb7ce66a27ea80a4124c5efbd)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (e3d3605eb7ce66a27ea80a4124c5efbd)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (e3d3605eb7ce66a27ea80a4124c5efbd)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a]]
2022-12-20 11:12:262 INFO  ComputerPage :40 - Click on Sub menu:[[[ChromeDriver: chrome on WINDOWS (35327e48d9f8dcf5decd7700bba222be)] -> xpath: //div[@class='category-grid sub-category-grid']//h2/a], [[ChromeDriver: chrome on WINDOWS (35327e48d9f8dcf5decd7700bba222be)] -> xpath: //div[@class='category-grid sub-category-grid']//h2/a], [[ChromeDriver: chrome on WINDOWS (35327e48d9f8dcf5decd7700bba222be)] -> xpath: //div[@class='category-grid sub-category-grid']//h2/a]]
2022-12-20 11:12:118 INFO  ComputerPage :33 - Get the Page Title: [[ChromeDriver: chrome on WINDOWS (35327e48d9f8dcf5decd7700bba222be)] -> css selector: div[class='page-title'] h1]
2022-12-20 11:12:874 INFO  HomePage :89 - Clicking on Menu Tab:[[[ChromeDriver: chrome on WINDOWS (2cebfeac250a8cf19b1e8e3430eceb49)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (2cebfeac250a8cf19b1e8e3430eceb49)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (2cebfeac250a8cf19b1e8e3430eceb49)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (2cebfeac250a8cf19b1e8e3430eceb49)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (2cebfeac250a8cf19b1e8e3430eceb49)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (2cebfeac250a8cf19b1e8e3430eceb49)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (2cebfeac250a8cf19b1e8e3430eceb49)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a]]
2022-12-20 11:12:987 INFO  ComputerPage :40 - Click on Sub menu:[[[ChromeDriver: chrome on WINDOWS (2cebfeac250a8cf19b1e8e3430eceb49)] -> xpath: //div[@class='category-grid sub-category-grid']//h2/a], [[ChromeDriver: chrome on WINDOWS (2cebfeac250a8cf19b1e8e3430eceb49)] -> xpath: //div[@class='category-grid sub-category-grid']//h2/a], [[ChromeDriver: chrome on WINDOWS (2cebfeac250a8cf19b1e8e3430eceb49)] -> xpath: //div[@class='category-grid sub-category-grid']//h2/a]]
2022-12-20 11:12:601 INFO  DesktopsPage :57 - Product Title: [[[ChromeDriver: chrome on WINDOWS (2cebfeac250a8cf19b1e8e3430eceb49)] -> xpath: //div[@class='products-container']//h2/a], [[ChromeDriver: chrome on WINDOWS (2cebfeac250a8cf19b1e8e3430eceb49)] -> xpath: //div[@class='products-container']//h2/a], [[ChromeDriver: chrome on WINDOWS (2cebfeac250a8cf19b1e8e3430eceb49)] -> xpath: //div[@class='products-container']//h2/a]]
2022-12-20 11:12:991 INFO  BuildYourOwnComputerPage :63 - Getting the ProductName text :[[ChromeDriver: chrome on WINDOWS (2cebfeac250a8cf19b1e8e3430eceb49)] -> id: product_attribute_1]
2022-12-20 11:12:230 INFO  BuildYourOwnComputerPage :69 - Select Ram : [[ChromeDriver: chrome on WINDOWS (2cebfeac250a8cf19b1e8e3430eceb49)] -> id: product_attribute_2]
2022-12-20 11:12:383 INFO  BuildYourOwnComputerPage :76 - Select HDD: [[[ChromeDriver: chrome on WINDOWS (2cebfeac250a8cf19b1e8e3430eceb49)] -> xpath: //dd[@id='product_attribute_input_3']//li/label], [[ChromeDriver: chrome on WINDOWS (2cebfeac250a8cf19b1e8e3430eceb49)] -> xpath: //dd[@id='product_attribute_input_3']//li/label]]
2022-12-20 11:12:541 INFO  BuildYourOwnComputerPage :86 - Select OS : [[[ChromeDriver: chrome on WINDOWS (2cebfeac250a8cf19b1e8e3430eceb49)] -> xpath: //dd[@id='product_attribute_input_4']//li/label], [[ChromeDriver: chrome on WINDOWS (2cebfeac250a8cf19b1e8e3430eceb49)] -> xpath: //dd[@id='product_attribute_input_4']//li/label]]
2022-12-20 11:12:669 INFO  BuildYourOwnComputerPage :96 - Select Software : [[[ChromeDriver: chrome on WINDOWS (2cebfeac250a8cf19b1e8e3430eceb49)] -> xpath: //dd[@id='product_attribute_input_5']//li/label], [[ChromeDriver: chrome on WINDOWS (2cebfeac250a8cf19b1e8e3430eceb49)] -> xpath: //dd[@id='product_attribute_input_5']//li/label], [[ChromeDriver: chrome on WINDOWS (2cebfeac250a8cf19b1e8e3430eceb49)] -> xpath: //dd[@id='product_attribute_input_5']//li/label]]
2022-12-20 11:12:802 INFO  BuildYourOwnComputerPage :104 - Click Add to Cart Button : [[ChromeDriver: chrome on WINDOWS (2cebfeac250a8cf19b1e8e3430eceb49)] -> xpath: //button[@id='add-to-cart-button-1']]
2022-12-20 11:12:563 INFO  BuildYourOwnComputerPage :109 - Get Product Message: [[ChromeDriver: chrome on WINDOWS (2cebfeac250a8cf19b1e8e3430eceb49)] -> xpath: //p[@class='content']]
2022-12-20 11:12:75 INFO  HomePage :89 - Clicking on Menu Tab:[[[ChromeDriver: chrome on WINDOWS (9e7efbbb8e51cdf7d14da9394e2ff075)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (9e7efbbb8e51cdf7d14da9394e2ff075)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (9e7efbbb8e51cdf7d14da9394e2ff075)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (9e7efbbb8e51cdf7d14da9394e2ff075)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (9e7efbbb8e51cdf7d14da9394e2ff075)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (9e7efbbb8e51cdf7d14da9394e2ff075)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (9e7efbbb8e51cdf7d14da9394e2ff075)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a]]
2022-12-20 11:12:789 INFO  ComputerPage :40 - Click on Sub menu:[[[ChromeDriver: chrome on WINDOWS (9e7efbbb8e51cdf7d14da9394e2ff075)] -> xpath: //div[@class='category-grid sub-category-grid']//h2/a], [[ChromeDriver: chrome on WINDOWS (9e7efbbb8e51cdf7d14da9394e2ff075)] -> xpath: //div[@class='category-grid sub-category-grid']//h2/a], [[ChromeDriver: chrome on WINDOWS (9e7efbbb8e51cdf7d14da9394e2ff075)] -> xpath: //div[@class='category-grid sub-category-grid']//h2/a]]
2022-12-20 11:12:354 INFO  DesktopsPage :57 - Product Title: [[[ChromeDriver: chrome on WINDOWS (9e7efbbb8e51cdf7d14da9394e2ff075)] -> xpath: //div[@class='products-container']//h2/a], [[ChromeDriver: chrome on WINDOWS (9e7efbbb8e51cdf7d14da9394e2ff075)] -> xpath: //div[@class='products-container']//h2/a], [[ChromeDriver: chrome on WINDOWS (9e7efbbb8e51cdf7d14da9394e2ff075)] -> xpath: //div[@class='products-container']//h2/a]]
2022-12-20 11:12:617 INFO  BuildYourOwnComputerPage :63 - Getting the ProductName text :[[ChromeDriver: chrome on WINDOWS (9e7efbbb8e51cdf7d14da9394e2ff075)] -> id: product_attribute_1]
2022-12-20 11:12:797 INFO  BuildYourOwnComputerPage :69 - Select Ram : [[ChromeDriver: chrome on WINDOWS (9e7efbbb8e51cdf7d14da9394e2ff075)] -> id: product_attribute_2]
2022-12-20 11:12:955 INFO  BuildYourOwnComputerPage :76 - Select HDD: [[[ChromeDriver: chrome on WINDOWS (9e7efbbb8e51cdf7d14da9394e2ff075)] -> xpath: //dd[@id='product_attribute_input_3']//li/label], [[ChromeDriver: chrome on WINDOWS (9e7efbbb8e51cdf7d14da9394e2ff075)] -> xpath: //dd[@id='product_attribute_input_3']//li/label]]
2022-12-20 11:12:114 INFO  BuildYourOwnComputerPage :86 - Select OS : [[[ChromeDriver: chrome on WINDOWS (9e7efbbb8e51cdf7d14da9394e2ff075)] -> xpath: //dd[@id='product_attribute_input_4']//li/label], [[ChromeDriver: chrome on WINDOWS (9e7efbbb8e51cdf7d14da9394e2ff075)] -> xpath: //dd[@id='product_attribute_input_4']//li/label]]
2022-12-20 11:12:303 INFO  BuildYourOwnComputerPage :96 - Select Software : [[[ChromeDriver: chrome on WINDOWS (9e7efbbb8e51cdf7d14da9394e2ff075)] -> xpath: //dd[@id='product_attribute_input_5']//li/label], [[ChromeDriver: chrome on WINDOWS (9e7efbbb8e51cdf7d14da9394e2ff075)] -> xpath: //dd[@id='product_attribute_input_5']//li/label], [[ChromeDriver: chrome on WINDOWS (9e7efbbb8e51cdf7d14da9394e2ff075)] -> xpath: //dd[@id='product_attribute_input_5']//li/label]]
2022-12-20 11:12:404 INFO  BuildYourOwnComputerPage :104 - Click Add to Cart Button : [[ChromeDriver: chrome on WINDOWS (9e7efbbb8e51cdf7d14da9394e2ff075)] -> xpath: //button[@id='add-to-cart-button-1']]
2022-12-20 11:12:150 INFO  BuildYourOwnComputerPage :109 - Get Product Message: [[ChromeDriver: chrome on WINDOWS (9e7efbbb8e51cdf7d14da9394e2ff075)] -> xpath: //p[@class='content']]
2022-12-20 11:12:297 INFO  HomePage :89 - Clicking on Menu Tab:[[[ChromeDriver: chrome on WINDOWS (c19c072939cb6ce550947d9cd1c706e4)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (c19c072939cb6ce550947d9cd1c706e4)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (c19c072939cb6ce550947d9cd1c706e4)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (c19c072939cb6ce550947d9cd1c706e4)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (c19c072939cb6ce550947d9cd1c706e4)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (c19c072939cb6ce550947d9cd1c706e4)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (c19c072939cb6ce550947d9cd1c706e4)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a]]
2022-12-20 11:12:395 INFO  ComputerPage :40 - Click on Sub menu:[[[ChromeDriver: chrome on WINDOWS (c19c072939cb6ce550947d9cd1c706e4)] -> xpath: //div[@class='category-grid sub-category-grid']//h2/a], [[ChromeDriver: chrome on WINDOWS (c19c072939cb6ce550947d9cd1c706e4)] -> xpath: //div[@class='category-grid sub-category-grid']//h2/a], [[ChromeDriver: chrome on WINDOWS (c19c072939cb6ce550947d9cd1c706e4)] -> xpath: //div[@class='category-grid sub-category-grid']//h2/a]]
2022-12-20 11:12:427 INFO  DesktopsPage :57 - Product Title: [[[ChromeDriver: chrome on WINDOWS (c19c072939cb6ce550947d9cd1c706e4)] -> xpath: //div[@class='products-container']//h2/a], [[ChromeDriver: chrome on WINDOWS (c19c072939cb6ce550947d9cd1c706e4)] -> xpath: //div[@class='products-container']//h2/a], [[ChromeDriver: chrome on WINDOWS (c19c072939cb6ce550947d9cd1c706e4)] -> xpath: //div[@class='products-container']//h2/a]]
2022-12-20 11:12:987 INFO  BuildYourOwnComputerPage :63 - Getting the ProductName text :[[ChromeDriver: chrome on WINDOWS (c19c072939cb6ce550947d9cd1c706e4)] -> id: product_attribute_1]
2022-12-20 11:12:167 INFO  BuildYourOwnComputerPage :69 - Select Ram : [[ChromeDriver: chrome on WINDOWS (c19c072939cb6ce550947d9cd1c706e4)] -> id: product_attribute_2]
2022-12-20 11:12:295 INFO  BuildYourOwnComputerPage :76 - Select HDD: [[[ChromeDriver: chrome on WINDOWS (c19c072939cb6ce550947d9cd1c706e4)] -> xpath: //dd[@id='product_attribute_input_3']//li/label], [[ChromeDriver: chrome on WINDOWS (c19c072939cb6ce550947d9cd1c706e4)] -> xpath: //dd[@id='product_attribute_input_3']//li/label]]
2022-12-20 11:12:438 INFO  BuildYourOwnComputerPage :86 - Select OS : [[[ChromeDriver: chrome on WINDOWS (c19c072939cb6ce550947d9cd1c706e4)] -> xpath: //dd[@id='product_attribute_input_4']//li/label], [[ChromeDriver: chrome on WINDOWS (c19c072939cb6ce550947d9cd1c706e4)] -> xpath: //dd[@id='product_attribute_input_4']//li/label]]
2022-12-20 11:12:628 INFO  BuildYourOwnComputerPage :96 - Select Software : [[[ChromeDriver: chrome on WINDOWS (c19c072939cb6ce550947d9cd1c706e4)] -> xpath: //dd[@id='product_attribute_input_5']//li/label], [[ChromeDriver: chrome on WINDOWS (c19c072939cb6ce550947d9cd1c706e4)] -> xpath: //dd[@id='product_attribute_input_5']//li/label], [[ChromeDriver: chrome on WINDOWS (c19c072939cb6ce550947d9cd1c706e4)] -> xpath: //dd[@id='product_attribute_input_5']//li/label]]
2022-12-20 11:12:753 INFO  BuildYourOwnComputerPage :104 - Click Add to Cart Button : [[ChromeDriver: chrome on WINDOWS (c19c072939cb6ce550947d9cd1c706e4)] -> xpath: //button[@id='add-to-cart-button-1']]
2022-12-20 11:12:27 INFO  BuildYourOwnComputerPage :109 - Get Product Message: [[ChromeDriver: chrome on WINDOWS (c19c072939cb6ce550947d9cd1c706e4)] -> xpath: //p[@class='content']]
2022-12-20 11:12:341 INFO  HomePage :48 - Click on Login Link: [[ChromeDriver: chrome on WINDOWS (04aa81cc04485b6c03ba43a6bb5f73db)] -> link text: Log in]
2022-12-20 11:12:915 INFO  LoginPage :42 - Getting welcome text [[ChromeDriver: chrome on WINDOWS (04aa81cc04485b6c03ba43a6bb5f73db)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]<br>
2022-12-20 11:12:377 INFO  HomePage :48 - Click on Login Link: [[ChromeDriver: chrome on WINDOWS (5f75e0d9f8ba04860accfad112f4d41d)] -> link text: Log in]
2022-12-20 11:12:465 INFO  LoginPage :48 - Enter email abc100@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (5f75e0d9f8ba04860accfad112f4d41d)] -> id: Email]<br>
2022-12-20 11:12:625 INFO  LoginPage :53 - Enter password abc100 to password field [[ChromeDriver: chrome on WINDOWS (5f75e0d9f8ba04860accfad112f4d41d)] -> name: Password]<br>
2022-12-20 11:12:479 INFO  LoginPage :58 - Clicking on Login Button <br>[[ChromeDriver: chrome on WINDOWS (5f75e0d9f8ba04860accfad112f4d41d)] -> xpath: //button[contains(text(),'Log in')]]
2022-12-20 11:12:579 INFO  LoginPage :63 - Getting error message : [[ChromeDriver: chrome on WINDOWS (5f75e0d9f8ba04860accfad112f4d41d)] -> xpath: //div[@class='message-error validation-summary-errors']]<br>
2022-12-20 11:12:538 INFO  HomePage :48 - Click on Login Link: [[ChromeDriver: chrome on WINDOWS (2acf7bbbdc7020338904b2952a473e19)] -> link text: Log in]
2022-12-20 11:12:244 INFO  LoginPage :48 - Enter email jvyas@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (2acf7bbbdc7020338904b2952a473e19)] -> id: Email]<br>
2022-12-20 11:12:405 INFO  LoginPage :53 - Enter password jaiminivyas to password field [[ChromeDriver: chrome on WINDOWS (2acf7bbbdc7020338904b2952a473e19)] -> name: Password]<br>
2022-12-20 11:12:114 INFO  LoginPage :58 - Clicking on Login Button <br>[[ChromeDriver: chrome on WINDOWS (2acf7bbbdc7020338904b2952a473e19)] -> xpath: //button[contains(text(),'Log in')]]
2022-12-20 11:12:218 INFO  HomePage :76 - Click on My Account Link: [[ChromeDriver: chrome on WINDOWS (2acf7bbbdc7020338904b2952a473e19)] -> xpath: //a[normalize-space()='Log out']]
2022-12-20 11:12:132 INFO  HomePage :48 - Click on Login Link: [[ChromeDriver: chrome on WINDOWS (1bdcf2b80626caa5ace2e996916c3178)] -> link text: Log in]
2022-12-20 11:12:208 INFO  LoginPage :48 - Enter email jvyas@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (1bdcf2b80626caa5ace2e996916c3178)] -> id: Email]<br>
2022-12-20 11:12:360 INFO  LoginPage :53 - Enter password jaiminivyas to password field [[ChromeDriver: chrome on WINDOWS (1bdcf2b80626caa5ace2e996916c3178)] -> name: Password]<br>
2022-12-20 11:12:91 INFO  LoginPage :58 - Clicking on Login Button <br>[[ChromeDriver: chrome on WINDOWS (1bdcf2b80626caa5ace2e996916c3178)] -> xpath: //button[contains(text(),'Log in')]]
2022-12-20 11:12:134 INFO  HomePage :69 - Click on My Account Link: [[ChromeDriver: chrome on WINDOWS (1bdcf2b80626caa5ace2e996916c3178)] -> xpath: //a[normalize-space()='Log out']]
2022-12-20 11:12:893 INFO  HomePage :54 - Login Link Displayed: [[ChromeDriver: chrome on WINDOWS (1bdcf2b80626caa5ace2e996916c3178)] -> link text: Log in]
2022-12-20 11:12:192 INFO  HomePage :59 - Click on Register: [[ChromeDriver: chrome on WINDOWS (e1d4ddc36bf07d16611cbc0a547dad4b)] -> link text: Register]
2022-12-20 11:12:86 INFO  RegisterPage :81 - Get registerText : Register<br>
2022-12-20 11:12:458 INFO  HomePage :59 - Click on Register: [[ChromeDriver: chrome on WINDOWS (1f7eca7a4674e0364f177ee3b49000af)] -> link text: Register]
2022-12-20 11:12:323 INFO  RegisterPage :128 - Click on 'REGISTER' button<br>[[ChromeDriver: chrome on WINDOWS (1f7eca7a4674e0364f177ee3b49000af)] -> css selector: #register-button]
2022-12-20 11:12:432 INFO  RegisterPage :137 - Click on 'REGISTER' button<br>
2022-12-20 11:12:432 INFO  RegisterPage :138 - Verify Error Message<br>[[[ChromeDriver: chrome on WINDOWS (1f7eca7a4674e0364f177ee3b49000af)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (1f7eca7a4674e0364f177ee3b49000af)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (1f7eca7a4674e0364f177ee3b49000af)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (1f7eca7a4674e0364f177ee3b49000af)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (1f7eca7a4674e0364f177ee3b49000af)] -> class name: field-validation-error]]
2022-12-20 11:12:483 INFO  RegisterPage :137 - Click on 'REGISTER' button<br>
2022-12-20 11:12:484 INFO  RegisterPage :138 - Verify Error Message<br>[[[ChromeDriver: chrome on WINDOWS (1f7eca7a4674e0364f177ee3b49000af)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (1f7eca7a4674e0364f177ee3b49000af)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (1f7eca7a4674e0364f177ee3b49000af)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (1f7eca7a4674e0364f177ee3b49000af)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (1f7eca7a4674e0364f177ee3b49000af)] -> class name: field-validation-error]]
2022-12-20 11:12:550 INFO  RegisterPage :137 - Click on 'REGISTER' button<br>
2022-12-20 11:12:550 INFO  RegisterPage :138 - Verify Error Message<br>[[[ChromeDriver: chrome on WINDOWS (1f7eca7a4674e0364f177ee3b49000af)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (1f7eca7a4674e0364f177ee3b49000af)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (1f7eca7a4674e0364f177ee3b49000af)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (1f7eca7a4674e0364f177ee3b49000af)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (1f7eca7a4674e0364f177ee3b49000af)] -> class name: field-validation-error]]
2022-12-20 11:12:625 INFO  RegisterPage :137 - Click on 'REGISTER' button<br>
2022-12-20 11:12:626 INFO  RegisterPage :138 - Verify Error Message<br>[[[ChromeDriver: chrome on WINDOWS (1f7eca7a4674e0364f177ee3b49000af)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (1f7eca7a4674e0364f177ee3b49000af)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (1f7eca7a4674e0364f177ee3b49000af)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (1f7eca7a4674e0364f177ee3b49000af)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (1f7eca7a4674e0364f177ee3b49000af)] -> class name: field-validation-error]]
2022-12-20 11:12:708 INFO  RegisterPage :137 - Click on 'REGISTER' button<br>
2022-12-20 11:12:708 INFO  RegisterPage :138 - Verify Error Message<br>[[[ChromeDriver: chrome on WINDOWS (1f7eca7a4674e0364f177ee3b49000af)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (1f7eca7a4674e0364f177ee3b49000af)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (1f7eca7a4674e0364f177ee3b49000af)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (1f7eca7a4674e0364f177ee3b49000af)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (1f7eca7a4674e0364f177ee3b49000af)] -> class name: field-validation-error]]
2022-12-20 11:12:543 INFO  HomePage :59 - Click on Register: [[ChromeDriver: chrome on WINDOWS (0ae93c30b642d8f127ec94d2ae43ca5f)] -> link text: Register]
2022-12-20 11:12:90 INFO  RegisterPage :88 - Select 'Male' radio button<br>
2022-12-20 11:12:209 INFO  RegisterPage :97 - Enter Firstname : 'John' to firstName field<br>
2022-12-20 11:12:294 INFO  RegisterPage :102 - Enter Lastname : 'Cina' to lastName field<br>
2022-12-20 11:12:564 INFO  RegisterPage :109 - Select day : '10', month : 'March', year : '1997'<br>
2022-12-20 11:12:646 INFO  RegisterPage :114 - Enter Email : 'tFQD@gmail.com' to email field<br>
2022-12-20 11:12:733 INFO  RegisterPage :119 - Enter Password : 'John@001' to password field<br>
2022-12-20 11:12:813 INFO  RegisterPage :124 - Enter Confirm password : 'John@001' to confirm password field<br>
2022-12-20 11:12:827 INFO  RegisterPage :128 - Click on 'REGISTER' button<br>[[ChromeDriver: chrome on WINDOWS (0ae93c30b642d8f127ec94d2ae43ca5f)] -> css selector: #register-button]
2022-12-20 11:12:394 INFO  RegisterPage :148 - Get your reg completed text : [[ChromeDriver: chrome on WINDOWS (0ae93c30b642d8f127ec94d2ae43ca5f)] -> css selector: .result]<br>
